1,0,107,0,107,116,107
2,22,107,0,107,116,107
3,30,107,0,107,116,107
4,186,107,0,107,116,107
5,432,107,0,107,116,107
6,678,107,0,107,116,107
7,924,107,0,107,116,107
8,1171,107,0,107,116,107
9,1417,107,0,107,116,107
10,1663,107,0,107,116,107
11,1909,107,0,107,116,107
12,2156,107,0,107,116,107
13,2402,107,0,107,116,107
14,2648,107,0,107,116,107
15,2894,107,0,107,116,107
16,3141,107,0,107,116,107
17,3387,107,0,107,116,107
18,3633,107,0,107,116,107
19,3879,107,0,107,116,107
20,4126,107,0,107,116,107
21,4372,107,0,107,116,107
22,4618,107,0,107,116,107
23,4865,107,0,107,116,107
24,5112,107,0,107,116,107
25,5358,107,0,107,116,107
26,5604,107,1,107,116,107
27,5850,107,1,107,116,107
28,6097,107,1,107,116,107
29,6343,107,1,107,116,107
30,6589,107,1,107,116,107
31,6836,107,1,107,116,107
32,7082,107,1,107,116,107
33,7328,107,1,107,116,107
34,7574,107,1,107,116,107
35,7820,107,1,107,116,107
36,8067,107,1,107,116,107
37,8313,107,1,107,116,107
38,8559,107,1,107,116,107
39,8806,107,1,107,116,107
40,9052,107,1,107,116,107
41,9298,107,1,107,116,107
42,9544,107,1,107,116,107
43,9791,107,1,107,116,107
44,10037,107,1,107,116,107
45,10283,107,1,107,116,107
46,10529,107,1,107,116,107
47,10776,107,1,107,116,107
48,11022,107,1,107,116,107
49,11268,107,1,107,116,107
50,11514,107,1,107,116,107
51,11761,107,1,107,116,107
52,12007,107,1,107,116,107
53,12253,107,1,107,116,107
54,12499,107,1,107,116,107
55,12746,107,1,107,116,107
56,12992,107,1,107,116,107
57,13238,107,1,107,116,107
58,13485,107,1,107,116,107
59,13731,107,1,107,116,107
60,13977,107,1,107,116,107
61,14223,107,1,107,116,107
62,14470,107,1,107,116,107
63,14716,107,1,107,116,107
64,14962,107,1,107,116,107
65,15208,107,1,107,116,107
66,15455,107,1,107,116,107
67,15701,107,1,107,116,107
68,15947,107,1,107,116,107
69,16193,107,1,107,116,107
70,16440,107,1,107,116,107
71,16686,107,1,107,116,107
72,16932,107,1,107,116,107
73,17178,107,2,107,116,107
74,17425,107,2,107,116,107
75,17671,107,2,107,116,107
76,17917,107,2,107,116,107
77,18163,107,2,107,116,107
78,18410,107,2,107,116,107
79,18656,107,2,107,116,107
80,18902,107,2,107,116,107
81,19149,107,2,107,116,107
82,19395,107,2,107,116,107
83,19641,107,2,107,116,107
84,19887,107,2,107,116,107
85,20133,107,2,107,116,107
86,20380,107,2,107,116,107
87,20626,107,2,107,116,107
88,20872,107,2,107,116,107
89,21119,107,2,107,116,107
90,21365,107,2,107,116,107
91,21611,107,2,107,116,107
92,21857,107,2,107,116,107
93,22103,107,2,107,116,107
94,22351,107,2,107,116,107
95,22597,107,2,107,116,107
96,22843,107,2,107,116,107
97,23090,107,2,107,116,107
98,23336,107,2,107,116,107
99,23582,107,2,107,116,107
100,23828,107,2,107,116,107
101,24075,107,2,107,116,107
102,24321,107,2,107,116,107
103,24567,107,2,107,116,107
104,24813,107,2,107,116,107
105,25060,107,2,107,116,107
106,25306,107,2,107,116,107
107,25552,107,2,107,116,107
108,25798,107,2,107,116,107
109,26045,107,2,107,116,107
110,26291,107,2,107,116,107
111,26537,107,2,107,116,107
112,26784,107,2,107,116,107
113,27030,107,2,107,116,107
114,27276,107,2,107,116,107
115,27522,107,2,107,116,107
116,27769,107,2,107,116,107
117,28015,107,2,107,116,107
118,28261,107,2,107,116,107
119,28507,107,3,107,116,107
120,28754,107,3,107,116,107
121,29000,107,3,107,116,107
122,29246,107,3,107,116,107
123,29492,107,3,107,116,107
124,29739,107,3,107,116,107
125,29985,107,3,107,116,107
126,30231,107,3,107,116,107
127,30477,107,3,107,116,107
128,30724,107,3,107,116,107
129,30970,107,3,107,116,107
130,31216,107,3,107,116,107
131,31462,107,3,107,116,107
132,31709,107,3,107,116,107
133,31955,107,3,107,116,107
134,32201,107,3,107,116,107
135,32447,107,3,107,116,107
136,32694,107,3,107,116,107
137,32940,107,3,107,116,107
138,33186,107,3,107,116,107
139,33432,107,3,107,116,107
140,33679,107,3,107,116,107
141,33925,107,3,107,116,107
142,34171,107,3,107,116,107
143,34417,107,3,107,116,107
144,34664,107,3,107,116,107
145,34910,107,3,107,116,107
146,35156,107,3,107,116,107
147,35403,107,3,107,116,107
148,35649,107,3,107,116,107
149,35895,107,3,107,116,107
150,36141,107,3,107,116,107
151,36388,107,3,107,116,107
152,36634,107,3,107,116,107
153,36880,107,3,107,116,107
154,37126,107,3,107,116,107
155,37373,107,3,107,116,107
156,37619,107,3,107,116,107
157,37865,107,3,107,116,107
158,38111,107,3,107,116,107
159,38358,107,3,107,116,107
160,38604,107,3,107,116,107
161,38850,107,3,107,116,107
162,39096,107,3,107,116,107
163,39343,107,3,107,116,107
164,39589,107,3,107,116,107
165,39836,107,3,107,116,107
166,40082,107,4,107,116,107
167,40329,107,4,107,116,107
168,40575,107,4,107,116,107
169,40821,107,4,107,116,107
170,41067,107,4,107,116,107
171,41314,107,4,107,116,107
172,41560,107,4,107,116,107
173,41806,107,4,107,116,107
174,42052,107,4,107,116,107
175,42299,107,4,107,116,107
176,42545,107,4,107,116,107
177,42791,107,4,107,116,107
178,43037,107,4,107,116,107
179,43284,107,4,107,116,107
180,43530,107,4,107,116,107
181,43776,107,4,107,116,107
182,44022,107,4,107,116,107
183,44269,107,4,107,116,107
184,44515,107,4,107,116,107
185,44761,107,4,107,116,107
186,45007,107,4,107,116,107
187,45253,107,4,107,116,107
188,45500,107,4,107,116,107
189,45746,107,4,107,116,107
190,45993,107,4,107,116,107
191,46238,107,4,107,116,107
192,46485,107,4,107,116,107
193,46732,107,4,107,116,107
194,46977,107,4,107,116,107
195,47223,107,4,107,116,107
196,47470,107,4,107,116,107
197,47716,107,4,107,116,107
198,47963,107,4,107,116,107
199,48208,107,4,107,116,107
200,48455,107,4,107,116,107
201,48701,107,4,107,116,107
202,48947,107,4,107,116,107
203,49194,107,4,107,116,107
204,49440,107,4,107,116,107
205,49687,107,4,107,116,107
206,49933,107,4,107,116,107
207,50179,107,4,107,116,107
208,50425,107,4,107,116,107
209,50671,107,4,107,116,107
210,50918,107,4,107,116,107
211,51164,107,4,107,116,107
212,51410,107,4,107,116,107
213,51657,107,5,107,116,107
214,51903,107,5,107,116,107
215,52149,107,5,107,116,107
216,52395,107,5,107,116,107
217,52642,107,5,107,116,107
218,52888,107,5,107,116,107
219,53134,107,5,107,116,107
220,53380,107,5,107,116,107
221,53627,107,5,107,116,107
222,53873,107,5,107,116,107
223,54119,107,5,107,116,107
224,54365,107,5,107,116,107
225,54612,107,5,107,116,107
226,54858,107,5,107,116,107
227,55104,107,5,107,116,107
228,55350,107,5,107,116,107
229,55597,107,5,107,116,107
230,55843,107,5,107,116,107
231,56089,107,5,107,116,107
232,56336,107,5,107,116,107
233,56582,107,5,107,116,107
234,56828,107,5,107,116,107
235,57074,107,5,107,116,107
236,57322,107,5,107,116,107
237,57568,107,5,107,116,107
238,57814,107,5,107,116,107
239,58060,107,5,107,116,107
240,58307,107,5,107,116,107
241,58553,107,5,107,116,107
242,58799,107,5,107,116,107
243,59045,107,5,107,116,107
244,59292,107,5,107,116,107
245,59538,107,5,107,116,107
246,59784,107,5,107,116,107
247,60030,107,5,107,116,107
248,60277,107,5,107,116,107
249,60523,107,5,107,116,107
250,60769,107,5,107,116,107
251,61015,107,5,107,116,107
252,61262,107,5,107,116,107
253,61508,107,5,107,116,107
254,61754,107,5,107,116,107
255,62000,107,5,107,116,107
256,62247,107,5,107,116,107
257,62493,107,5,107,116,107
258,62739,107,5,107,116,107
259,62985,107,6,107,116,107
260,63232,107,6,107,116,107
261,63478,107,6,107,116,107
262,63724,107,6,107,116,107
263,63970,107,6,107,116,107
264,64217,107,6,107,116,107
265,64463,107,6,107,116,107
266,64709,107,6,107,116,107
267,64956,107,6,107,116,107
268,65202,107,6,107,116,107
269,65448,107,6,107,116,107
270,65694,107,6,107,116,107
271,65941,107,6,107,116,107
272,66187,107,6,107,116,107
273,66433,107,6,107,116,107
274,66679,107,6,107,116,107
275,66926,107,6,107,116,107
276,67172,107,6,107,116,107
277,67418,107,6,107,116,107
278,67664,107,6,107,116,107
279,67911,107,6,107,116,107
280,68157,107,6,107,116,107
281,68403,107,6,107,116,107
282,68649,107,6,107,116,107
283,68896,107,6,107,116,107
284,69142,107,6,107,116,107
285,69388,107,6,107,116,107
286,69635,107,6,107,116,107
287,69881,107,6,107,116,107
288,70127,107,6,107,116,107
289,70373,107,6,107,116,107
290,70619,107,6,107,116,107
291,70866,107,6,107,116,107
292,72263,107,6,107,116,107
293,72271,107,6,107,116,107
294,72279,107,6,107,116,107
295,72343,107,6,107,116,107
296,72589,107,6,107,116,107
297,72836,107,6,107,116,107
298,73082,107,6,107,116,107
299,73328,107,6,107,116,107
300,73574,107,6,107,116,107
301,73820,107,6,107,116,107
302,74067,107,6,107,116,107
303,74313,107,6,107,116,107
304,74560,107,7,107,116,107
305,74807,107,7,107,116,107
306,75053,107,7,107,116,107
307,75299,107,7,107,116,107
308,75546,107,7,107,116,107
309,75792,107,7,107,116,107
310,76038,107,7,107,116,107
311,76284,107,7,107,116,107
312,76531,107,7,107,116,107
313,76777,107,7,107,116,107
314,77023,107,7,107,116,107
315,77270,107,7,107,116,107
316,77516,107,7,107,116,107
317,77762,107,7,107,116,107
318,78008,107,7,107,116,107
319,78254,107,7,107,116,107
320,78501,107,7,107,116,107
321,78747,107,7,107,116,107
322,78993,107,7,107,116,107
323,79239,107,7,107,116,107
324,79486,107,7,107,116,107
325,79732,107,7,107,116,107
326,79978,107,7,107,116,107
327,80224,107,7,107,116,107
328,80471,107,7,107,116,107
329,80717,107,7,107,116,107
330,80963,107,7,107,116,107
331,81210,107,7,107,116,107
332,81456,107,7,107,116,107
333,81702,107,7,107,116,107
334,81948,107,7,107,116,107
335,82195,107,7,107,116,107
336,82441,107,7,107,116,107
337,82687,107,7,107,116,107
338,82933,107,7,107,116,107
339,83180,107,7,107,116,107
340,83426,107,7,107,116,107
341,83672,107,7,107,116,107
342,83918,107,7,107,116,107
343,84165,107,7,107,116,107
344,84411,107,7,107,116,107
345,84657,107,7,107,116,107
346,84904,107,7,107,116,107
347,85150,107,7,107,116,107
348,85396,107,7,107,116,107
349,85642,107,7,107,116,107
350,85888,107,8,107,116,107
351,86135,107,8,107,116,107
352,86381,107,8,107,116,107
353,86627,107,8,107,116,107
354,86874,107,8,107,116,107
355,87120,107,8,107,116,107
356,87366,107,8,107,116,107
357,87612,107,8,107,116,107
358,87858,107,8,107,116,107
359,88105,107,8,107,116,107
360,88351,107,8,107,116,107
361,88597,107,8,107,116,107
362,88844,107,8,107,116,107
363,89090,107,8,107,116,107
364,89336,107,8,107,116,107
365,89582,107,8,107,116,107
366,89829,107,8,107,116,107
367,90075,107,8,107,116,107
368,90321,107,8,107,116,107
369,90567,107,8,107,116,107
370,90814,107,8,107,116,107
371,91059,107,8,107,116,107
372,91306,107,8,107,116,107
373,91552,107,8,107,116,107
374,91799,107,8,107,116,107
375,92045,107,8,107,116,107
376,92292,107,8,107,116,107
377,92538,107,8,107,116,107
378,92784,107,8,107,116,107
379,93031,106,8,106,116,106
380,93277,106,8,106,116,106
381,93523,106,8,106,116,106
382,93770,105,8,106,116,105
383,94015,105,8,106,116,105
384,94262,105,8,106,116,105
385,94508,105,8,106,116,105
386,94754,105,8,106,116,105
387,95001,105,8,106,116,105
388,95247,105,8,106,116,105
389,95493,105,8,106,116,105
390,95740,105,8,106,116,105
391,95986,105,8,106,116,105
392,96232,105,8,106,116,105
393,96479,105,8,106,116,105
394,96725,105,8,106,116,105
395,96971,105,8,106,116,105
396,97217,105,8,106,116,105
397,97464,105,8,106,116,105
398,97710,105,9,106,116,105
399,97956,105,9,106,116,105
400,98202,105,9,106,116,105
401,98449,105,9,106,116,105
402,98695,105,9,106,116,105
403,98941,105,9,106,116,105
404,99213,105,9,106,116,105
405,99434,105,9,106,116,105
406,99680,105,9,106,116,105
407,99926,105,9,106,116,105
408,100172,105,9,106,116,105
409,100419,105,9,106,116,105
410,100665,105,9,106,116,105
411,100911,105,9,106,116,105
412,101157,105,9,106,116,105
413,101404,105,9,106,116,105
414,101650,105,9,106,116,105
415,101896,105,9,106,116,105
416,102143,105,9,106,116,105
417,102389,105,9,106,116,105
418,102635,105,9,106,116,105
419,102881,98,9,106,116,98
420,103128,98,9,106,116,98
421,103374,98,9,106,116,98
422,103620,98,9,106,116,98
423,103866,98,9,106,116,98
424,104113,98,9,106,116,98
425,104359,98,9,106,116,98
426,104605,98,9,106,116,98
427,104851,98,9,106,116,98
428,105098,98,9,106,116,98
429,105344,97,9,106,116,97
430,105590,97,9,106,116,97
431,105836,98,9,106,116,97
432,106083,98,9,106,116,97
433,106329,98,9,106,116,97
434,106575,98,9,106,116,97
435,106822,98,9,106,116,97
436,107068,98,9,106,116,97
437,107314,98,9,106,116,97
438,107560,98,9,106,116,97
439,107806,98,9,106,116,97
440,108053,98,9,106,116,97
441,108299,98,9,106,116,97
442,108545,98,9,106,116,97
443,108791,98,9,106,116,97
444,109038,98,9,106,116,97
445,109284,98,9,106,116,97
446,109530,98,9,106,116,97
447,109778,98,9,106,116,97
448,110024,98,9,106,116,97
449,110270,98,9,106,116,97
450,110516,98,9,106,116,97
451,110763,98,10,106,116,97
452,111009,98,10,106,116,97
453,111255,98,10,106,116,97
454,111501,98,10,106,116,97
455,111748,97,10,106,116,97
456,111994,97,10,106,116,97
457,112240,97,10,106,116,97
458,112486,97,10,106,116,97
459,112733,97,10,106,116,97
460,112979,97,10,105,116,97
461,113225,97,10,105,116,97
462,113471,97,10,105,116,97
463,113718,97,10,105,116,97
464,113964,97,10,105,116,97
465,114210,97,10,105,116,97
466,114457,97,10,105,116,97
467,114703,97,10,105,116,97
468,114949,97,10,105,116,97
469,115195,97,10,105,116,97
470,115442,97,10,105,116,97
471,115688,97,10,105,116,97
472,115934,97,10,105,116,97
473,116180,96,10,105,116,96
474,116426,96,10,105,116,96
475,116673,96,10,105,116,96
476,116919,96,10,105,116,96
477,117165,96,10,105,116,96
478,117411,96,10,105,116,96
479,117658,96,10,105,116,96
480,117904,96,10,105,116,96
481,118150,96,10,105,116,96
482,118397,96,10,105,116,96
483,118643,95,10,105,116,95
484,118889,95,10,105,116,95
485,119135,95,10,105,116,95
486,119382,95,10,105,116,95
487,119628,95,10,105,116,95
488,119874,95,10,105,116,95
489,120120,95,10,105,116,95
490,120367,95,10,105,116,95
491,120612,95,10,105,116,95
492,120859,95,10,105,116,95
493,121106,95,10,105,116,95
494,121352,95,10,105,116,95
495,121597,95,10,105,116,95
496,121844,96,10,105,116,95
497,122090,96,10,105,116,95
498,122337,96,10,105,116,95
499,122583,96,10,105,116,95
500,122829,96,10,105,116,95
501,123075,96,10,105,116,95
502,123322,96,10,105,116,95
503,123568,96,10,105,116,95
504,123814,96,10,105,116,95
505,124060,96,10,105,116,95
506,124307,96,10,105,116,95
507,124553,96,10,105,116,95
508,124799,96,10,105,116,95
509,125046,96,10,105,116,95
510,125292,96,10,105,116,95
511,125538,96,11,104,116,95
512,125784,96,11,104,116,95
513,126031,96,11,104,116,95
514,126277,96,11,104,116,95
515,126523,96,11,104,116,95
516,126769,96,11,104,116,95
517,127015,96,11,104,116,95
518,127263,96,11,104,116,95
519,127509,96,11,104,116,95
520,127755,96,11,104,116,95
521,128002,96,11,104,116,95
522,128248,96,11,104,116,95
523,128494,96,11,104,116,95
524,128740,96,11,104,116,95
525,128986,96,11,104,116,95
526,129233,96,11,104,116,95
527,129479,96,11,104,116,95
528,129725,96,11,104,116,95
529,129972,96,11,104,116,95
530,130218,96,11,104,116,95
