Max HRT=178
V02=160
Anaerobic=142
Aerobic=125
Fat Burn=107
Warm Up=89
start_time=1350846130
Reading,Time(ms),HRT,Calories,Avg HRT,Max HRT,Min HRT
1,0,51,0,51,51,44
2,250,51,0,51,51,44
3,484,52,0,51,52,44
4,734,52,0,51,52,44
5,983,52,0,51,52,44
6,1233,52,0,51,52,44
7,1482,53,0,51,53,44
8,1716,53,0,52,53,44
9,1966,53,0,52,53,44
10,2216,53,0,52,53,44
11,2465,54,0,52,54,44
12,2715,54,0,52,54,44
13,2949,54,0,52,54,44
14,3198,54,0,52,54,44
15,3448,55,0,52,55,44
16,3698,55,0,53,55,44
17,3932,55,0,53,55,44
18,4181,55,0,53,55,44
19,4431,55,0,53,55,44
20,4680,55,0,53,55,44
21,4930,55,0,53,55,44
22,5164,55,0,53,55,44
23,5414,56,0,53,56,44
24,5663,56,0,53,56,44
25,5913,56,0,53,56,44
26,6147,56,0,53,56,44
27,6396,57,0,54,57,44
28,6646,57,0,54,57,44
29,6896,57,0,54,57,44
30,7145,57,0,54,57,44
31,7379,58,0,54,58,44
32,7629,58,0,54,58,44
33,7878,58,0,54,58,44
34,8128,58,0,54,58,44
35,8378,58,0,54,58,44
36,8612,58,0,54,58,44
37,8861,58,0,55,58,44
38,9111,58,0,55,58,44
39,9360,58,0,55,58,44
40,9610,58,0,55,58,44
41,9844,58,0,55,58,44
42,10094,58,0,55,58,44
43,10343,58,0,55,58,44
44,10593,58,0,55,58,44
45,10827,58,0,55,58,44
46,11076,58,0,55,58,44
47,11326,59,0,55,59,44
48,11576,59,0,55,59,44
49,11825,59,0,55,59,44
50,12059,59,0,55,59,44
51,12309,59,0,55,59,44
52,12558,59,0,56,59,44
53,12808,59,0,56,59,44
54,13058,59,0,56,59,44
55,13292,58,0,56,59,44
56,13541,58,0,56,59,44
57,13791,58,0,56,59,44
58,14040,58,0,56,59,44
59,14274,58,0,56,59,44
60,14524,58,0,56,59,44
61,14774,58,0,56,59,44
62,15023,58,0,56,59,44
63,15273,58,0,56,59,44
64,15507,58,0,56,59,44
65,15756,58,0,56,59,44
66,16006,58,0,56,59,44
67,16256,58,0,56,59,44
68,16505,59,0,56,59,44
69,16739,59,0,56,59,44
70,16989,59,0,56,59,44
71,17238,59,0,56,59,44
72,17488,59,0,56,59,44
73,17722,59,0,56,59,44
74,17972,59,0,56,59,44
75,18221,59,0,56,59,44
76,18471,59,0,56,59,44
77,18720,59,0,56,59,44
78,18954,59,0,56,59,44
79,19204,59,0,56,59,44
80,19454,59,0,56,59,44
81,19703,59,0,56,59,44
82,19953,59,0,56,59,44
83,20187,59,0,56,59,44
84,20436,59,0,56,59,44
85,20686,59,0,57,59,44
86,20936,59,0,57,59,44
87,21170,59,0,57,59,44
88,21419,59,0,57,59,44
89,21669,59,0,57,59,44
90,21918,59,0,57,59,44
91,22168,59,0,57,59,44
92,22402,58,0,57,59,44
93,22652,58,0,57,59,44
94,22901,58,0,57,59,44
95,23151,58,0,57,59,44
96,23400,59,0,57,59,44
97,23634,59,0,57,59,44
98,23884,59,0,57,59,44
99,24134,59,0,57,59,44
100,24383,59,0,57,59,44
101,24633,59,0,57,59,44
102,24867,59,0,57,59,44
103,25116,59,0,57,59,44
104,25366,59,0,57,59,44
105,25616,58,0,57,59,44
106,25850,58,0,57,59,44
107,26099,58,0,57,59,44
108,26349,58,0,57,59,44
109,26598,58,0,57,59,44
110,26848,58,0,57,59,44
111,27082,58,0,57,59,44
112,27332,58,0,57,59,44
113,27581,58,0,57,59,44
114,27831,58,0,57,59,44
115,28080,58,0,57,59,44
116,28314,58,0,57,59,44
117,28564,58,0,57,59,44
118,28814,58,0,57,59,44
119,29063,58,0,57,59,44
120,29297,58,0,57,59,44
121,29547,58,0,57,59,44
122,29796,58,0,57,59,44
123,30046,58,0,57,59,44
124,30296,58,0,57,59,44
125,30530,58,0,57,59,44
126,30779,58,0,57,59,44
127,31029,58,0,57,59,44
128,31278,58,1,57,59,44
129,31528,58,1,57,59,44
130,31762,57,1,57,59,44
131,32012,57,1,57,59,44
132,32261,57,1,57,59,44
133,32511,57,1,57,59,44
134,34118,57,1,57,59,44
135,34118,56,1,57,59,44
136,34118,56,1,57,59,44
137,34227,55,1,57,59,44
138,34476,55,1,57,59,44
139,34726,55,1,57,59,44
140,34976,55,1,57,59,44
141,35210,55,1,57,59,44
142,35459,55,1,57,59,44
143,35709,54,1,57,59,44
144,35958,54,1,57,59,44
145,36192,54,1,57,59,44
146,36442,54,1,57,59,44
147,36692,54,1,57,59,44
148,36941,53,1,57,59,44
149,37191,53,1,57,59,44
150,37425,53,1,57,59,44
151,37674,53,1,57,59,44
152,37924,53,1,57,59,44
153,38174,52,1,57,59,44
154,38423,52,1,57,59,44
155,38657,52,1,56,59,44
156,38907,52,1,56,59,44
157,39156,52,1,56,59,44
158,39406,51,1,56,59,44
159,39640,51,1,56,59,44
160,39890,51,1,56,59,44
161,40139,51,1,56,59,44
162,40389,51,1,56,59,44
163,40638,51,1,56,59,44
164,40872,51,1,56,59,44
165,41122,51,1,56,59,44
166,41372,51,1,56,59,44
167,41621,51,1,56,59,44
168,41871,51,1,56,59,44
169,42105,50,1,56,59,44
170,42354,50,1,56,59,44
171,42604,50,1,56,59,44
172,42854,50,1,56,59,44
173,43103,50,1,56,59,44
174,43337,50,1,56,59,44
175,43587,49,1,56,59,44
176,43836,49,1,56,59,44
177,44086,49,1,56,59,44
178,44320,49,1,56,59,44
179,44570,49,1,56,59,44
180,44819,49,1,56,59,44
181,45069,49,1,56,59,44
182,45318,49,1,55,59,44
183,45552,49,1,55,59,44
184,45802,49,1,55,59,44
185,46052,49,1,55,59,44
186,46301,48,1,55,59,44
187,46551,48,1,55,59,44
188,46785,48,1,55,59,44
189,47034,48,1,55,59,44
190,47284,48,1,55,59,44
191,47534,48,1,55,59,44
192,47768,48,1,55,59,44
193,48017,48,1,55,59,44
194,48267,48,1,55,59,44
195,48516,48,1,55,59,44
196,48766,47,1,55,59,44
197,49000,47,1,55,59,44
198,49250,47,1,55,59,44
199,49499,47,1,55,59,44
200,49749,47,1,55,59,44
201,49998,47,1,55,59,44
202,50232,47,1,55,59,44
203,50482,47,1,55,59,44
204,50732,47,1,55,59,44
205,50981,47,1,55,59,44
206,51215,48,1,55,59,44
207,51465,48,1,54,59,44
208,51714,48,1,54,59,44
209,51964,48,1,54,59,44
210,52214,48,1,54,59,44
211,52448,48,1,54,59,44
212,52697,48,1,54,59,44
213,52947,48,1,54,59,44
214,53196,48,1,54,59,44
215,53446,48,1,54,59,44
216,53680,49,1,54,59,44
217,53930,49,1,54,59,44
218,54179,49,1,54,59,44
219,54429,49,1,54,59,44
220,54663,50,1,54,59,44
221,54912,50,1,54,59,44
222,55162,50,1,54,59,44
223,55412,50,1,54,59,44
224,55661,51,1,54,59,44
225,55895,51,1,54,59,44
226,56145,51,1,54,59,44
227,56394,51,1,54,59,44
228,56644,52,1,54,59,44
229,56894,52,1,54,59,44
230,57128,52,1,54,59,44
231,57377,52,1,54,59,44
232,57627,53,1,54,59,44
233,57876,53,1,54,59,44
234,58126,53,1,54,59,44
235,58360,53,1,54,59,44
236,58610,53,1,54,59,44
237,58859,53,1,54,59,44
238,59109,53,1,54,59,44
239,59343,53,1,54,59,44
240,59592,53,1,54,59,44
241,59842,53,1,54,59,44
242,60092,53,1,54,59,44
243,60341,53,1,54,59,44
244,60575,53,1,54,59,44
245,60825,53,1,54,59,44
246,61074,53,1,54,59,44
247,61324,53,1,54,59,44
248,61574,53,1,54,59,44
249,61808,54,1,54,59,44
250,62057,54,1,54,59,44
251,62307,54,1,54,59,44
252,62556,54,1,54,59,44
253,62790,54,1,54,59,44
254,63040,54,1,54,59,44
255,63290,54,1,54,59,44
256,63539,54,1,54,59,44
257,63789,54,1,54,59,44
258,64023,55,1,54,59,44
259,64272,55,1,54,59,44
260,64522,55,1,54,59,44
261,64772,55,1,54,59,44
262,65021,56,1,54,59,44
263,65255,56,1,54,59,44
264,65505,56,1,54,59,44
265,65754,56,1,54,59,44
266,66004,56,1,54,59,44
267,66238,56,1,54,59,44
268,66488,56,1,54,59,44
269,66737,56,1,54,59,44
270,66987,56,1,54,59,44
271,67236,55,1,54,59,44
272,67470,55,1,54,59,44
273,67720,55,1,54,59,44
274,67970,55,1,54,59,44
275,68219,56,1,54,59,44
276,68469,56,1,54,59,44
277,68703,56,1,54,59,44
278,68952,56,1,54,59,44
279,69202,56,1,54,59,44
280,69452,56,1,54,59,44
281,69686,56,1,54,59,44
282,69935,56,1,54,59,44
283,70185,55,1,54,59,44
284,70434,55,1,54,59,44
285,70684,55,1,54,59,44
286,70918,55,1,54,59,44
287,71168,55,1,54,59,44
288,71417,56,1,54,59,44
289,71667,56,1,54,59,44
290,71916,56,1,54,59,44
291,72150,56,1,54,59,44
292,72400,56,1,54,59,44
293,72650,56,1,54,59,44
294,72899,56,1,54,59,44
295,73149,56,1,54,59,44
296,73383,56,1,54,59,44
297,73632,55,1,54,59,44
298,73882,55,1,54,59,44
299,74132,55,1,54,59,44
300,74366,55,1,54,59,44
301,74615,55,1,54,59,44
302,74865,54,1,54,59,44
303,75114,54,1,54,59,44
304,75364,54,1,54,59,44
305,75598,54,1,54,59,44
306,75848,54,1,54,59,44
307,76097,53,1,54,59,44
308,76347,53,1,54,59,44
309,76596,53,1,54,59,44
310,76830,53,1,54,59,44
311,77080,53,1,54,59,44
312,77330,53,1,54,59,44
313,77579,53,1,54,59,44
314,77813,53,1,54,59,44
315,78063,53,1,54,59,44
316,78312,53,1,54,59,44
317,78562,52,1,54,59,44
318,78812,52,1,54,59,44
319,79046,52,1,54,59,44
320,79295,52,1,54,59,44
321,79545,52,1,54,59,44
322,79794,51,1,54,59,44
323,80044,51,1,54,59,44
324,80278,51,1,54,59,44
325,80528,51,1,54,59,44
326,80777,51,1,54,59,44
327,81027,51,1,54,59,44
328,81261,51,1,54,59,44
329,81510,51,1,54,59,44
330,81760,51,1,54,59,44
331,82010,51,1,54,59,44
332,82259,50,1,54,59,44
333,82493,50,1,54,59,44
334,82743,50,1,54,59,44
335,82992,50,1,54,59,44
336,83242,50,1,54,59,44
337,83492,51,1,54,59,44
338,83726,51,1,54,59,44
339,83975,51,1,54,59,44
340,84225,51,1,54,59,44
341,84474,51,1,54,59,44
342,84708,50,1,54,59,44
343,84958,50,1,54,59,44
344,85208,50,1,54,59,44
345,85457,50,1,54,59,44
346,85707,50,1,54,59,44
347,85941,50,1,54,59,44
348,86190,50,1,54,59,44
349,86440,50,1,54,59,44
350,86690,50,1,54,59,44
351,86939,50,1,54,59,44
352,87173,49,1,54,59,44
353,87423,49,1,54,59,44
354,87672,49,1,54,59,44
355,87922,49,1,54,59,44
356,88156,49,1,54,59,44
357,88406,50,1,53,59,44
358,88655,50,1,53,59,44
359,88905,50,1,53,59,44
360,89154,50,1,53,59,44
361,89388,50,1,53,59,44
362,89638,49,1,53,59,44
363,89888,49,1,53,59,44
364,90137,49,1,53,59,44
365,90387,49,1,53,59,44
366,90621,49,1,53,59,44
